id,org,village,block,district_raw,district,state,matched_name,status,lat,lon
p1083,Paani,Kalegaon Ghat,,Beed,Beed,Maharashtra,Kalegaon Ghat,exact,18.69846071478128,75.94546090332602
p1084,Paani,Kaprewadi,,Beed,Beed,Maharashtra,Kaprewadi,exact,18.67007572380093,75.96290534481923
p1085,Paani,Kashidwadi,,Beed,Beed,Maharashtra,Kashidwadi,exact,18.821950325970352,75.9849920247994
p1086,Paani,Ladewadgaon,,Beed,Beed,Maharashtra,Ladewadgaon,exact,18.739916824466267,76.24697003385236
p1087,Paani,Lahuri,,Beed,Beed,Maharashtra,Lavhari,exact,18.78549341100538,76.01872541562804
p1088,Paani,Mangwadgaon,,Beed,Beed,Maharashtra,Mangwadgaon,exact,18.608569070719398,76.03512869689463
p1089,Paani,Sarukwadi,,Beed,Beed,Maharashtra,Sarukwadi,exact,18.654065490688126,76.00127427395414
p1090,Paani,Satephal,,Beed,Beed,Maharashtra,Satephal,exact,18.672468267779777,76.34552750643051
p1091,Paani,Sawleshwar,,Beed,Beed,Maharashtra,Sawleshwar,exact,18.647240410852433,76.19038412152126
p1092,Paani,Tukuchiwadi,,Beed,Beed,Maharashtra,Tukuchiwadi,exact,18.851218114279284,75.9879756362316
p1093,Paani,Umri,,Beed,Beed,Maharashtra,Umri,exact,18.748432698777368,76.01260083333203
p1094,Paani,Yewta,,Beed,Beed,Maharashtra,Yewta,exact,18.797266422896485,75.99133471239637
p1095,Paani,Yusufwadgav,,Beed,Beed,Maharashtra,,district-centroid,19.048069091666672,75.76293661069244
p1096,Paani,Borakhedi,,Buldhana,Buldhana,Maharashtra,Borakhedi Sanglad,exact,20.667602914567436,76.19846945093694
p1097,Paani,Chinchpur,,Buldhana,Buldhana,Maharashtra, ,exact,20.446392300574377,76.57245067321874
p1098,Paani,Dabha,,Buldhana,Buldhana,Maharashtra,Dabha,exact,20.57020984821377,76.11780942904974
p1099,Paani,Dhamangaon Badhe Bhag 1,,Buldhana,Buldhana,Maharashtra,,district-centroid,20.457981661908853,76.41981654427846
p1100,Paani,Khamkhed,,Buldhana,Buldhana,Maharashtra,Khamkhed,exact,21.080277878419814,76.52580660692294
p1101,Paani,Kharbadi,,Buldhana,Buldhana,Maharashtra,Kharbadi,exact,20.662442660369255,76.22654661928075
p1102,Paani,Shelgaon Bajar,,Buldhana,Buldhana,Maharashtra,Shelgaon Bajar,exact,20.79133828041657,76.14568961180069
p1103,Paani,Shirwa,,Buldhana,Buldhana,Maharashtra,Shirwa,exact,20.63398967163464,76.2300322958693
p1104,Paani,Sindkhed Lapali,,Buldhana,Buldhana,Maharashtra,,district-centroid,20.538109435340697,76.37613660885027
p1105,Paani,Talkhed,,Buldhana,Buldhana,Maharashtra,Talkhed,exact,20.746676813704983,76.22956572850141
p1106,Paani,Ubalkhed,,Buldhana,Buldhana,Maharashtra,Ubalkhed,exact,20.597968174931488,76.0919680058135
p1107,Paani,Azampur,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Azampur,exact,20.108818921272718,75.1500353935528
p1108,Paani,Bodkha,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Bodkha,exact,20.161845426254494,75.26244649633934
p1109,Paani,Dhamangaon,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra, ,exact,20.136884136345078,75.26895066394
p1110,Paani,Gadana,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Gadana,exact,20.043667507263113,75.27383223642221
p1111,Paani,Golegaon,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Golegaon,exact,19.860112770081646,75.04805445790555
p1112,Paani,Indapur,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Indapur,exact,20.148721194198703,75.28069627489387
p1113,Paani,Jafarwadi,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Jafarwadi,exact,20.035556496430647,75.28913683344767
p1114,Paani,Kasabkheda,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Kasabkheda,exact,20.008349928508284,75.12343385607485
p1115,Paani,Khandi Pimpalgaon,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Khandi Pimpalgaon,exact,20.02642290472777,75.31254699452016
p1116,Paani,Loni,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Loni,exact,20.151711896804695,75.23437103098031
p1117,Paani,Nandrabad,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Nandrabad,exact,19.694009324830525,75.132697109406
p1118,Paani,Palasgaon,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Palasgaon,exact,19.814508657194768,75.07261061087449
p1119,Paani,Rail,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Rail,exact,20.130792193588476,75.28205030632807
p1120,Paani,Salukheda,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Salukheda,exact,20.002230973203623,75.215595719366
p1121,Paani,Sarai,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Sarai,exact,20.016352648956236,75.22078931404252
p1122,Paani,Sawkheda,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Sawkheda,exact,20.181161718351913,75.24639234151525
p1123,Paani,Shahjatpur,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Shahjatpur,exact,19.893053907202496,74.94379272804689
p1124,Paani,Shekapuri,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Shekapuri,exact,20.04308991721101,75.12541386500179
p1125,Paani,Shekhapur,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Shekhapur,exact,20.45730351252216,75.53089594190435
p1126,Paani,Sonkheda,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Sonkheda,exact,20.010403363767324,75.2423132281877
p1127,Paani,Takali Rajaray,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,,district-centroid,20.097234010448368,75.25220405416499
p1128,Paani,Wadhod Bk.,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Wadhod Bk.,exact,20.07213562421771,75.31548733195413
p1129,Paani,Wadhod Kh,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Wadhod Kh,exact,20.093808423621308,75.30314072180892
p1130,Paani,Yesgaon,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Yesgaon,exact,19.787846382373594,75.09716402398963
p1131,Paani,Bhawadi,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Bhawadi,exact,20.132018452573178,75.54885018682658
p1132,Paani,Borgaon Arj,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Borgaon Arj,exact,20.159776318950765,75.58733124374268
p1133,Paani,Daregaon,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Daregaon,exact,20.196914101467335,75.31578570465233
p1134,Paani,Dhanora,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Dhanora,exact,20.320886398354254,75.57050559918945
p1135,Paani,Hiwara,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Hiwara,exact,20.23692266244355,75.44530408865172
p1136,Paani,Mamnabad,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Mamnabad,exact,20.187930558390246,75.462462331918
p1137,Paani,Naigaon,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Naigaon,exact,19.42149033938718,75.4543847098682
p1138,Paani,Pimpalgaon Gangdeo,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Pimpalgaon Gangdeo,exact,20.097728279077828,75.50679449953476
p1139,Paani,Shelgaon Kh.,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Shelgaon (j),fuzzy,20.36315826545219,75.4290155826606
p1140,Paani,Sonari Bk.,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Sonari Bk.,exact,20.214332713686343,75.39890083084588
p1141,Paani,Wadod Bajar,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Wadod Bajar,exact,20.144177010067395,75.52642555880323
p1142,Paani,Wahegaon,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Wahegaon,exact,19.564984011474206,75.39886812784924
p1143,Paani,Agar Saigaon,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Agar Saigaon,exact,19.90464970301613,74.80901242008075
p1144,Paani,Aghur,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Aghur,exact,19.950221738657017,74.76707506994525
p1145,Paani,Awwalgaon,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Awwalgaon,exact,19.727020281844958,74.8215410685212
p1146,Paani,Bhaigaon Vaijapur,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Bhaigaon Vaijapur,exact,20.002174583155007,74.70304185060891
p1147,Paani,Bhaur,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Bhaur,exact,19.847266554642424,74.66981502466999
p1148,Paani,Bhivgaon,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra, ,exact,19.964630115009438,74.84897803467297
p1149,Paani,Borsar,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Borsar,exact,19.98394283893128,74.85588211855737
p1150,Paani,Chikatgaon,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Chikatgaon,exact,20.127921879757437,74.74799163559538
p1151,Paani,Dongaon,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Dongaon,exact,19.946063193505005,75.087291374847
p1152,Paani,Golwadi,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Golwadi,exact,19.91861778970162,74.87208192564216
p1153,Paani,Jalgaon,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Hargovindpur,exact,19.868703442022394,74.92905954628145
p1154,Paani,Khandala,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Khandala,exact,19.49514137166868,75.58524119011956
p1155,Paani,Koradgaon,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Hilalpur,exact,20.084006042953536,74.77864138582734
p1156,Paani,Lakh Khandala,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Panvi Kh.,exact,19.9815047530153,74.68903583844788
p1157,Paani,Manoli,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Manoli,exact,20.149187543722213,74.9151484082091
p1158,Paani,Manoor,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Pokhari,exact,20.086067344601865,74.96555547549666
p1159,Paani,Murshadpur,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Murshadpur,exact,19.98065292048682,75.59216494901108
p1160,Paani,Nadi,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Bhalgaon,exact,19.767403852139065,74.7508522669764
p1161,Paani,Palkhed,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Palkhed,exact,19.901429782825154,74.90095500395661
p1162,Paani,Panvi Kh.,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Panvi Kh.,exact,19.9815047530153,74.68903583844788
p1163,Paani,Panvi Khandala,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Chandgaon,exact,19.958871424847462,74.70523156572285
p1164,Paani,Parsoda,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Parsoda,exact,19.924490154163415,74.83235755820651
p1165,Paani,Pendephal,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Pendephal,exact,20.104197044139877,74.83541360719293
p1166,Paani,Pokhari,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Pokhari,exact,20.086067344601865,74.96555547549666
p1167,Paani,Raghunathpurwadi,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,,district-centroid,20.071157584839572,75.39564945776031
p1168,Paani,Sanjarpurwadi,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Sanjarpurwadi,exact,19.990835231933325,74.89105474817907
p1169,Paani,Satana,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Mhaski,exact,19.846169779919382,74.76072351409648
p1170,Paani,Shahjatpur,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Shahjatpur,exact,19.893053907202496,74.94379272804689
p1171,Paani,Talwada,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Bhadali,exact,20.167236064136905,74.74515175884984
p1172,Paani,Tembhi,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Kautgaon,exact,19.78809894354446,74.80283035399432
p1173,Paani,Virgaon,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Virgaon,exact,19.814276950551655,74.76358942819978
p1174,Paani,Wakla,,Chhatrapati Sambhajinagar,Aurangabad,Maharashtra,Talwada,exact,20.184675084398926,74.78553651311552
p1175,Paani,Baur,,Hingoli,Hingoli,Maharashtra,Baur,exact,19.490761368439642,77.37569835721908
p1176,Paani,Digras Tarf Kondur,,Hingoli,Hingoli,Maharashtra,Digras Tarf Kondur,exact,19.58802201397064,77.32138784741606
p1177,Paani,Dongargaon Pul,,Hingoli,Hingoli,Maharashtra,Dongargaon Pul,exact,19.562435137831955,77.40395871322787
p1178,Paani,Kadapdeo,,Hingoli,Hingoli,Maharashtra,Kadapdeo,exact,19.71891740819446,77.39019417286214
p1179,Paani,Kalamkonda Kh.,,Hingoli,Hingoli,Maharashtra,Kalamkonda Kh.,exact,19.66102189135232,77.27151874296173
p1180,Paani,Kandli,,Hingoli,Hingoli,Maharashtra,Kandli,exact,19.499417584554593,77.39733344886578
p1181,Paani,Kumbharwadi,,Hingoli,Hingoli,Maharashtra,Kumbharwadi,exact,19.46166888326438,77.4162542178971
p1182,Paani,Malegaon,,Hingoli,Hingoli,Maharashtra,Malegaon,exact,19.650098257391885,77.35228648265739
p1183,Paani,Mhaisgavhan,,Hingoli,Hingoli,Maharashtra,Mhaisgavhan,exact,19.5820890702612,77.2739332718321
p1184,Paani,Morwad,,Hingoli,Hingoli,Maharashtra,Morwad,exact,19.77466058565758,77.30784346040909
p1185,Paani,Pethvadgaon,,Hingoli,Hingoli,Maharashtra,Pethvadgaon,exact,19.518908096288918,77.35382570274251
p1186,Paani,Potra,,Hingoli,Hingoli,Maharashtra,Potra,exact,19.528143898034738,77.297092592477
p1187,Paani,Rudrawadi,,Hingoli,Hingoli,Maharashtra,Rudrawadi,exact,19.52712293072807,77.37688946828467
p1188,Paani,Sadas Tarf Nandapur,,Hingoli,Hingoli,Maharashtra,Sadas Tarf Nandapur,exact,19.626167140936587,77.28983604316005
p1189,Paani,Salegaon,,Hingoli,Hingoli,Maharashtra,Salegaon,exact,19.6089813836459,77.28135377742244
p1190,Paani,Wai,,Hingoli,Hingoli,Maharashtra,Wai,exact,19.693751234027634,77.36481505733799
p1191,Paani,Amalner,,Jalgaon,Jalgaon,Maharashtra,,district-centroid,20.91107885320892,75.57447224964928
p1192,Paani,Borgaon,,Jalgaon,Jalgaon,Maharashtra,Borgaon,exact,21.12361765424334,75.00993861271697
p1193,Paani,Chimanpuri,,Jalgaon,Jalgaon,Maharashtra,Chimanpuri,exact,21.032021280193668,74.98194135575282
p1194,Paani,Dangar Bk.,,Jalgaon,Jalgaon,Maharashtra,Dangar Bk.,exact,20.959792855671022,74.94831932002857
p1195,Paani,Ekrukhi,,Jalgaon,Jalgaon,Maharashtra,Ekrukhi,exact,20.98648619005522,75.13946958599928
p1196,Paani,Ektas,,Jalgaon,Jalgaon,Maharashtra,Ektas,exact,21.144158007341435,74.93390024532319
p1197,Paani,Fapore Bk.,,Jalgaon,Jalgaon,Maharashtra,Fapore Bk.,exact,20.983978684410975,75.04390952849904
p1198,Paani,Govardhan,,Jalgaon,Jalgaon,Maharashtra,Govardhan,exact,21.140272359935235,75.01678284111128
p1199,Paani,Hedave,,Jalgaon,Jalgaon,Maharashtra,Hedave,exact,21.012244863122493,75.10054412359216
p1200,Paani,Kachare,,Jalgaon,Jalgaon,Maharashtra,Kachare,exact,21.078088941014244,75.14639508041036
p1201,Paani,Kanhere,,Jalgaon,Jalgaon,Maharashtra,Kanhere,exact,20.980416299325178,75.06375120916283
p1202,Paani,Kharde,,Jalgaon,Jalgaon,Maharashtra,Kharde,exact,21.13701427803016,74.96991521442675
p1203,Paani,Khedi Sim Pr. J.,,Jalgaon,Jalgaon,Maharashtra,Khedi Seem Pr. J.,fuzzy,21.12722984307293,75.131990435615
p1204,Paani,Khokarpat,,Jalgaon,Jalgaon,Maharashtra,Khokar Pat,fuzzy,20.995823231353604,75.08465413466055
p1205,Paani,Kodaval,,Jalgaon,Jalgaon,Maharashtra,Kondaval,fuzzy,20.93868098189358,74.92953095413517
p1206,Paani,Marwad,,Jalgaon,Jalgaon,Maharashtra,Marwad,exact,21.12652676718425,75.03108659585894
p1207,Paani,Mhasale,,Jalgaon,Jalgaon,Maharashtra,Mhasale,exact,21.03150721964016,75.20102889191656
p1208,Paani,Pilode,,Jalgaon,Jalgaon,Maharashtra,Pilode,exact,21.09694119830882,75.11856968776345
p1209,Paani,Shirud,,Jalgaon,Jalgaon,Maharashtra,Shirud,exact,20.99043021203694,75.02032860223673
p1210,Paani,Takarkheda,,Jalgaon,Jalgaon,Maharashtra,,district-centroid,20.792168452972014,75.51835826451055
p1211,Paani,Vasare,,Jalgaon,Jalgaon,Maharashtra,Wasare,fuzzy,21.148161818947546,74.97512207566137
p1212,Paani,Wavade,,Jalgaon,Jalgaon,Maharashtra,,district-centroid,20.84670463889207,75.5882991983194
p1213,Paani,Betawad Bk,,Jalgaon,Jalgaon,Maharashtra,Betawad Bk,exact,20.775044266203167,75.97373852485691
p1214,Paani,Chinchakhede Bk,,Jalgaon,Jalgaon,Maharashtra,Chinchakhede Bk.,exact,20.58128933140743,75.3044569334184
p1215,Paani,Devalasgaon,,Jalgaon,Jalgaon,Maharashtra,Devlasgaon,fuzzy,20.767773436931662,75.93660803284284
p1216,Paani,Ekulti Kh,,Jalgaon,Jalgaon,Maharashtra,Ekulti Kh,exact,20.725400192231067,75.62028373871172
p1217,Paani,Godri,,Jalgaon,Jalgaon,Maharashtra,Godri,exact,20.592419010048822,75.90336109710093
p1218,Paani,Gondkhed,,Jalgaon,Jalgaon,Maharashtra,Gondkhel,fuzzy,20.785698509743646,75.7128133799119
p1219,Paani,Jalandri Bk.,,Jalgaon,Jalgaon,Maharashtra,Jalandri Bk.,exact,20.701745270583153,75.88352592099677
p1220,Paani,Kapuswadi,,Jalgaon,Jalgaon,Maharashtra,Kapuswadi,exact,20.705361617610023,75.97729876430076
p1221,Paani,Kasali,,Jalgaon,Jalgaon,Maharashtra,Kasali,exact,20.700524102366995,75.84508283736383
p1222,Paani,Kekat Nimbora,,Jalgaon,Jalgaon,Maharashtra,Kekat Nimbhora,fuzzy,20.820262919354363,75.71280745120457
p1223,Paani,Khadgaon,,Jalgaon,Jalgaon,Maharashtra,Khadgaon,exact,20.88286344934477,75.73704889951307
p1224,Paani,Mohadi,,Jalgaon,Jalgaon,Maharashtra,Mohadi,exact,20.94419822087838,75.16478606102793
p1225,Paani,Moygaon Bk,,Jalgaon,Jalgaon,Maharashtra,,district-centroid,20.935370816464665,75.57178583586155
p1226,Paani,Moykhede Digar,,Jalgaon,Jalgaon,Maharashtra,Moyakhede Digar,fuzzy,20.7460415137975,75.91575745294831
p1227,Paani,Ozar Bk.,,Jalgaon,Jalgaon,Maharashtra,Ozar Bk.,exact,20.775723240803806,75.82534974756081
p1228,Paani,Ozar Kh.,,Jalgaon,Jalgaon,Maharashtra,Ozar Kh.,exact,20.778783564539236,75.79970710757534
p1229,Paani,Palasakhede.Pr.Na,,Jalgaon,Jalgaon,Maharashtra,,district-centroid,21.025475571000626,75.49247116813565
p1230,Paani,Samrod,,Jalgaon,Jalgaon,Maharashtra,Samrod,exact,20.748769639171417,75.87626033046641
p1231,Paani,Savatkhede,,Jalgaon,Jalgaon,Maharashtra,,district-centroid,20.998888970065938,75.60158284413707
p1232,Paani,Shelgaon,,Jalgaon,Jalgaon,Maharashtra,Shelgaon,exact,21.094112344286646,75.67546883634968
p1233,Paani,Sonale,,Jalgaon,Jalgaon,Maharashtra,Sonale,exact,20.736803391716066,75.69908034570845
p1234,Paani,Sunasgaon Bk.,,Jalgaon,Jalgaon,Maharashtra,Sunasgaon Bk.,exact,20.798317464881016,75.63786353489763
p1235,Paani,Takali Bk.,,Jalgaon,Jalgaon,Maharashtra,Takali Bk.,exact,20.56076894831743,75.17977328027648
p1236,Paani,Wadgaon Saddo,,Jalgaon,Jalgaon,Maharashtra,Wadgaon Saddo,exact,20.635786212744648,75.83961996654796
p1237,Paani,Agra,,Nagpur,Nagpur,Maharashtra,Agra,exact,21.438749269870296,78.71683057473535
p1238,Paani,Ambada (Deshmukh),,Nagpur,Nagpur,Maharashtra,Ambada (Deshmukh),exact,21.459210924644058,78.61608273518168
p1239,Paani,Ambada(Saywada),,Nagpur,Nagpur,Maharashtra,Ambada,exact,21.312851041151763,78.50215035021043
p1240,Paani,Banor(Pithori),,Nagpur,Nagpur,Maharashtra,Pithori,exact,21.473916296878787,78.60493840392905
p1241,Paani,Datewadi,,Nagpur,Nagpur,Maharashtra,Datewadi,exact,21.351592046626067,78.4057904806678
p1242,Paani,Hiwara,,Nagpur,Nagpur,Maharashtra,Hiwara,exact,21.278576616546182,78.37236245910121
p1243,Paani,Lohari (Sawanga),,Nagpur,Nagpur,Maharashtra,Sawanga,exact,21.106815973136094,78.74971975101165
p1244,Paani,Malapur,,Nagpur,Nagpur,Maharashtra,Malapur,exact,21.398864399942333,78.66540291596424
p1245,Paani,Mohgaon (Bhadade),,Nagpur,Nagpur,Maharashtra,Mohgaon (Bhadade),exact,21.391566467780745,78.72507988421809
p1246,Paani,Nandni,,Nagpur,Nagpur,Maharashtra,Nandni,exact,21.3735279876307,78.37736090686352
p1247,Paani,Parsodi [Dixit],,Nagpur,Nagpur,Maharashtra,Parsodi [Dixit],exact,21.377716006184166,78.47132512738075
p1248,Paani,Pipla (Kewalram),,Nagpur,Nagpur,Maharashtra,Pipla (kewalram),exact,21.399560162112465,78.74167708740266
p1249,Paani,Pipla (Kh),,Nagpur,Nagpur,Maharashtra,Pipla (kh),exact,21.460236604694522,78.69160939634062
p1250,Paani,Ranwadi,,Nagpur,Nagpur,Maharashtra,Ranwadi,exact,21.314835105697945,78.45791758965838
p1251,Paani,Saiwada,,Nagpur,Nagpur,Maharashtra,Saiwada,exact,21.348477394469217,78.28159091392688
p1252,Paani,Sindi,,Nagpur,Nagpur,Maharashtra,Sindi,exact,21.315809892119457,78.85274492210227
p1253,Paani,Toyapar,,Nagpur,Nagpur,Maharashtra,Toyapar,exact,21.431027237472325,78.56120677159464
p1254,Paani,Adgaon,,Nanded,Nanded,Maharashtra,Adgaon,exact,19.015651580981675,77.05908243144445
p1255,Paani,Berali Kh.,,Nanded,Nanded,Maharashtra,Berali Kh.,exact,18.936496352390737,77.0829909175113
p1256,Paani,Bet Sangvi,,Nanded,Nanded,Maharashtra,Bet Sangvi,exact,19.087160983938865,77.1678708068639
p1257,Paani,Dapshed,,Nanded,Nanded,Maharashtra,Dapshed,exact,18.992893331775914,77.22665396078585
p1258,Paani,Golegaon P.K.,,Nanded,Nanded,Maharashtra,Golegaon P.K.,exact,18.89025557389049,77.1386996503362
p1259,Paani,Hadoli Jagir,,Nanded,Nanded,Maharashtra,Hadoli Jagir,exact,18.887681863637944,77.10347371836038
p1260,Paani,Haldav,,Nanded,Nanded,Maharashtra,Haldav,exact,18.948975908996022,77.09734646860818
p1261,Paani,Jawala,,Nanded,Nanded,Maharashtra,Jawala,exact,19.06668448137693,77.17274120311586
p1262,Paani,Joshi Sangvi,,Nanded,Nanded,Maharashtra,Joshi Sangvi,exact,19.00254877678343,77.33010306168266
p1263,Paani,Kamlaj,,Nanded,Nanded,Maharashtra,Kamlaj,exact,19.056767618996798,77.4138929325069
p1264,Paani,Karegaon,,Nanded,Nanded,Maharashtra,Karegaon,exact,18.98290862256599,77.15783470134606
p1265,Paani,Khadak Manjari,,Nanded,Nanded,Maharashtra,Khadak Manjari,exact,19.013056780470816,77.14728257280234
p1266,Paani,Khambegaon,,Nanded,Nanded,Maharashtra,Khambegaon,exact,18.993200273847574,77.0664147546467
p1267,Paani,Kiroda,,Nanded,Nanded,Maharashtra,Kiroda,exact,18.90889650390141,77.15053845633182
p1268,Paani,Landgewadi,,Nanded,Nanded,Maharashtra,Landgewadi,exact,18.86022395181363,77.03141277005926
p1269,Paani,Majare Sangvi,,Nanded,Nanded,Maharashtra,Majare Sangvi,exact,18.8363962140393,77.08918262259529
p1270,Paani,Malakoli,,Nanded,Nanded,Maharashtra,Malakoli,exact,18.876433073609796,77.05469856981168
p1271,Paani,Penur,,Nanded,Nanded,Maharashtra,Penur,exact,19.05396778481351,77.08937172899888
p1272,Paani,Sonkhed,,Nanded,Nanded,Maharashtra,Sonkhed,exact,19.034165557395436,77.2137181411278
p1273,Paani,Telki,,Nanded,Nanded,Maharashtra,Telki,exact,19.007923760574506,77.26690257229495
p1274,Paani,Wadepuri,,Nanded,Nanded,Maharashtra,Wadepuri,exact,19.045924680473526,77.26229094865472
p1275,Paani,Waka,,Nanded,Nanded,Maharashtra,Waka,exact,18.999730452123092,77.4293602774553
p1276,Paani,Walkewadi,,Nanded,Nanded,Maharashtra,Walkewadi,exact,18.99055448736803,77.13883081040571
p1277,Paani,Ajepur,,Nandurbar,Nandurbar,Maharashtra,Ajepur,exact,21.24783833114148,74.17505916627476
p1278,Paani,Ambapur,,Nandurbar,Nandurbar,Maharashtra,Ambapur,exact,21.229209897097398,74.18556309399003
p1279,Paani,Ashte,,Nandurbar,Nandurbar,Maharashtra,Ashte,exact,21.27781009976726,74.21693655371554
p1280,Paani,Baldane,,Nandurbar,Nandurbar,Maharashtra,Baldane,exact,21.362445066095606,74.46619514805839
p1281,Paani,Kakarde,,Nandurbar,Nandurbar,Maharashtra,Kakarde,exact,21.414372168249365,74.36822439877808
p1282,Paani,Manjre,,Nandurbar,Nandurbar,Maharashtra,Manjre,exact,21.395725534604985,74.44880791787308
p1283,Paani,Nashinde,,Nandurbar,Nandurbar,Maharashtra,Nashinde,exact,21.45690137583568,74.38573972499694
p1284,Paani,Nyahali,,Nandurbar,Nandurbar,Maharashtra,Nyahali,exact,21.340587964704085,74.45814790090164
p1285,Paani,Rakaswade,,Nandurbar,Nandurbar,Maharashtra,Rakaswade,exact,21.417283050416785,74.25379703099333
p1286,Paani,Vawad,,Nandurbar,Nandurbar,Maharashtra,Vawad,exact,21.352758575857433,74.3265082223954
p1287,Paani,Velawad,,Nandurbar,Nandurbar,Maharashtra,Velawad,exact,21.425235107226968,74.15149336195849
p1288,Paani,Vikharan,,Nandurbar,Nandurbar,Maharashtra,Vikharan,exact,21.443124878096977,74.36474756436297
p1289,Paani,Wadzhakan,,Nandurbar,Nandurbar,Maharashtra,,district-centroid,21.567379005833118,74.26321385038415
p1290,Paani,Bhongra,,Nandurbar,Nandurbar,Maharashtra,Bhongra,exact,21.57666979031873,74.65173287866462
p1291,Paani,Bhute,,Nandurbar,Nandurbar,Maharashtra,Bhute,exact,21.666709341095107,74.39546916832724
p1292,Paani,Biladi-T-Haveli,,Nandurbar,Nandurbar,Maharashtra,Biladi-t-haveli,exact,21.671128656228497,74.55742895677801
p1293,Paani,Dudhkheda,,Nandurbar,Nandurbar,Maharashtra,Dudhkheda,exact,21.567037828276707,74.63028096432595
p1294,Paani,Kanadi.Ta.Ha,,Nandurbar,Nandurbar,Maharashtra,,district-centroid,21.693891970232098,74.14305254376994
p1295,Paani,Khargaon,,Nandurbar,Nandurbar,Maharashtra,Khargaon,exact,21.701903551453675,74.55126369842348
p1296,Paani,Pimprani,,Nandurbar,Nandurbar,Maharashtra,Pimprani,exact,21.714796797737883,74.46737218368551
