id,org,village,block,district_raw,district,state,matched_name,status,lat,lon
p0000,Lipok,Mharola,Paithan,Chhatrapati Sambhaji Nagar,Aurangabad,Maharashtra,Mharola,exact,19.715705425584922,75.27016855719273
p0001,Lipok,Shekta,Paithan,Chhatrapati Sambhaji Nagar,Aurangabad,Maharashtra,Shekta,exact-block,19.67123589939241,75.25432627840537
p0002,Lipok,Tondoli,Paithan,Chhatrapati Sambhaji Nagar,Aurangabad,Maharashtra,Tondoli,exact,19.634097589463803,75.2897495271357
p0003,Lipok,Tekadi Tanda,Paithan,Chhatrapati Sambhaji Nagar,Aurangabad,Maharashtra,Tekadi Tanda,exact,19.661003265047775,75.42954343426119
p0004,Lipok,Dongaon Tanda,Paithan,Chhatrapati Sambhaji Nagar,Aurangabad,Maharashtra,Porgaon Tanda,fuzzy,19.678392963190493,75.42338258699921
p0005,Lipok,Dongrunaik Tanda,Paithan,Chhatrapati Sambhaji Nagar,Aurangabad,Maharashtra,Dongri Naik Tanda,fuzzy,19.692507677627965,75.4152704289376
p0006,Lipok,Ranjangaon,Paithan,Chhatrapati Sambhaji Nagar,Aurangabad,Maharashtra,Ranjani,exact-block,19.709522589948392,75.23326072984689
p0007,Lipok,Gidhada,Paithan,Chhatrapati Sambhaji Nagar,Aurangabad,Maharashtra,Gidhada,exact,19.68206290127306,75.27679575829453
p0008,Lipok,Paithankheda,Paithan,Chhatrapati Sambhaji Nagar,Aurangabad,Maharashtra,Paithan kheda,fuzzy,19.745565954141572,75.24626963991416
p0009,Lipok,Nilajgaon,Paithan,Chhatrapati Sambhaji Nagar,Aurangabad,Maharashtra,Nilajgaon,exact,19.73059423071007,75.3760610626734
p0010,Goonj,Konawadi,Kalyan,Thane,Thane,Maharashtra,,block-centroid,19.300403966073976,73.2531613855051
p0011,Goonj,Takali,Latur,Latur,Latur,Maharashtra,Takli,exact,17.98157923997255,76.83344638524424
p0012,Goonj,Wakichamal,Jawhar,Palghar,Palghar,Maharashtra,,block-centroid,19.9826057998542,73.22075891571944
p0013,Goonj,kadgaon,Latur,Palghar,Palghar,Maharashtra,,block-centroid,18.39828631924789,76.467231787798
p0014,Goonj,Chincholi B,Ausa,Latur,Latur,Maharashtra,Chincholi (s),fuzzy,18.01680772999712,76.79316508388602
p0015,Goonj,Patgaon,Murbad,Thane,Thane,Maharashtra,Patgaon,exact,19.136292211023832,73.42180450528237
p0016,Goonj,Kanhol,Murbad,Thane,Thane,Maharashtra,Kanhol,exact,19.168347313561238,73.43366636945676
p0017,Goonj,jite,Karjat,Raigad,Raigad,Maharashtra,Jite,exact-block,19.011714748158038,73.33141832375655
p0018,Goonj,kumbhe,Karjat,Raigad,Raigad,Maharashtra,Kumbhe,exact-block,19.007172890562135,73.33978605885042
p0019,Goonj,Ransai,Khalapur,Raigad,Raigad,Maharashtra,Ransai,exact-block,18.776654800683584,73.20286709112845
p0020,Goonj,Vakas,Karjat,Raigad,Raigad,Maharashtra,Vakas,exact,19.011463468000972,73.3629418045438
p0021,Goonj,Nampada,Dahanu,Palghar,Palghar,Maharashtra,,block-centroid,19.959624748720938,72.9059021801568
p0022,Goonj,Zatepada,Dahanu,Palghar,Palghar,Maharashtra,,block-centroid,19.982871568470582,72.83058187808442
p0023,Goonj,Hasegaon,Kalamb,Dharashiv,Osmanabad,Maharashtra,,block-centroid,18.49558767853908,76.08522354632899
p0024,Goonj,Arni,Kalamb,Dharashiv,Osmanabad,Maharashtra,Arni,exact-block,18.07893262792755,76.29451131936129
p0025,Goonj,Deolali,Kalamb,Dharashiv,Osmanabad,Maharashtra,Deolali,exact-block,18.413169011236675,76.1307944171002
p0026,Goonj,Tawa katakaripada,Dahanu,Palghar,Palghar,Maharashtra,,block-centroid,19.94140533123561,72.85283300339584
p0027,Goonj,Kadupada,Dahanu,Palghar,Palghar,Maharashtra,,block-centroid,20.01663968947667,72.87533945442378
p0028,Goonj,Mugij,Mandangad,Ratnagiri,Ratnagiri,Maharashtra,Mugij,exact,17.900112937236425,73.29750585721564
p0029,Goonj,Sovili,Mandangad,Ratnagiri,Ratnagiri,Maharashtra,Soveli,fuzzy,17.903488659818194,73.32413442633163
p0030,Goonj,kangavai,Dapoli,Ratnagiri,Ratnagiri,Maharashtra,Kangavai,exact,17.896256886174356,73.20490152565432
p0031,Goonj,Gategaon,Latur,Latur,Latur,Maharashtra,Gategaon,exact,18.42275157845345,76.39461936772503
p0032,Goonj,"Patharaj,Lobhewadi",Karjat,Raigad,Raigad,Maharashtra,,block-centroid,18.797233087998446,73.97828581517375
p0033,Goonj,"Boriwali,naladhwadi",Karjat,Raigad,Raigad,Maharashtra,Boriwali,exact,19.01849404691672,73.40094936759887
p0034,Goonj,Dahivali pada,Shahapur,Thane,Thane,Maharashtra,,block-centroid,19.472464489405805,73.43806672182293
p0035,Goonj,Bhagdal,Shahapur,Thane,Thane,Maharashtra,Bhagdal,exact,19.315291046815002,73.36824461622919
p0036,Goonj,Nagewadi,Karjat,Raigad,Raigad,Maharashtra,,block-centroid,18.81012138445946,74.0058198432194
p0037,Goonj,Saraiwadi,Karjat,Raigad,Raigad,Maharashtra,Sanaswadi,fuzzy,18.401556989610206,73.38244547566568
p0038,Goonj,Ekurka,Kalamb,Dharashiv,Osmanabad,Maharashtra,Ekurka,exact,18.498231169563237,76.14050410688372
p0039,Goonj,Yarndgaon,Kalamb,Dharashiv,Osmanabad,Maharashtra,Yerandgaon,fuzzy,18.350121602618316,76.00045558213141
p0040,Goonj,Shindala,Ausa,Latur,Latur,Maharashtra,,block-centroid,18.22993194296259,76.51142494272507
p0041,Goonj,Bosa,Latur,Latur,Latur,Maharashtra,Bhosa,fuzzy,18.511037773386253,76.26409333347158
p0042,Goonj,Nilkanth,Latur,Latur,Latur,Maharashtra,Nilkanth,exact,18.502979821149374,76.28031858306805
p0043,Goonj,Sarwadi,Renapur,Latur,Latur,Maharashtra,Sarwadi,exact,18.015038576148434,76.65705773572205
p0044,Goonj,Veral Tarf Natu,Mandangad,Ratnagiri,Ratnagiri,Maharashtra,Veral Tarf Natu,exact,17.914093451223415,73.21147173406646
p0045,Goonj,Washihaveli,Tala,Raigad,Raigad,Maharashtra,Washi  Haveli,fuzzy,18.23742537221643,73.08191504228759
p0046,Goonj,Sayyadpur,Latur,Latur,Latur,Maharashtra,Sayyadpur,exact,18.28581515961202,76.9438794449943
p0047,Goonj,Salvinde tadachiwadi,Mhasala,Ratnagiri,Ratnagiri,Maharashtra,,block-centroid,18.121072941270125,73.10180715062525
p0048,Goonj,Kangaawai aadiwadi wadi,Dapoli,Ratnagiri,Ratnagiri,Maharashtra,,block-centroid,17.736877992865843,73.18954140531295
p0049,Goonj,Arunachapada,Jawhar,Palghar,Palghar,Maharashtra,,block-centroid,19.985803319599317,73.22054498695908
p0050,Goonj,Seltichamal,Jawhar,Palghar,Palghar,Maharashtra,,block-centroid,19.94349062875857,73.20411333526728
p0051,Goonj,Mendhyachapada,Jawhar,Palghar,Palghar,Maharashtra,,block-centroid,19.95395561713697,73.22203359892832
p0052,Goonj,Naygaon,Kalamb,Dharashiv,Osmanabad,Maharashtra,Naigaon,fuzzy,18.449780909039237,76.24968340852244
p0053,Goonj,Shendrun khurd,Shahapur,Thane,Thane,Maharashtra,,block-centroid,19.477994489938244,73.41828130195395
p0054,Goonj,ShendrunBudruk,Shahapur,Thane,Thane,Maharashtra,,block-centroid,19.460014587161748,73.41641703355552
p0055,Goonj,Lenad Bajarpada,Lenad Bajarpada,Thane,Thane,Maharashtra,,district-centroid,19.358536614433547,73.26988605485894
p0056,Goonj,Shirkhal,Dapoli,Ratnagiri,Ratnagiri,Maharashtra,Shirkhal,exact,17.844516147371806,73.32187248256926
p0057,Goonj,Palwani,Mandangad,Ratnagiri,Ratnagiri,Maharashtra,Palawani,fuzzy,17.927359574185424,73.23058842197887
p0058,Goonj,Pathardi,Jawhar,Palghar,Palghar,Maharashtra,Pathardi,exact-block,19.85300241262609,73.22964405036068
p0059,Goonj,Doharepada,Jawhar,Palghar,Palghar,Maharashtra,Dolharpada,fuzzy,20.15046674035121,72.83882959601715
p0060,Goonj,Sulechapada (Pathardi),Jawhar,Palghar,Palghar,Maharashtra,Pathardi,exact-block,19.85300241262609,73.22964405036068
p0061,Goonj,bhandarwadi,Dharashiv,Dharashiv,Osmanabad,Maharashtra,Bhandarwadi,exact,18.288593581816148,76.19123180189868
p0062,Goonj,wadiwaghivali,Latur,Latur,Latur,Maharashtra,,block-centroid,18.449744473389117,76.5019392614189
p0063,Goonj,palkharsangvi,Latur,Latur,Latur,Maharashtra,Pakharsangvi,fuzzy,18.383707188713878,76.51710538148562
p0064,Goonj,Dahivali,Shahapur,Thane,Thane,Maharashtra,Dahivali,exact-block,19.334323685927703,73.37554685174491
p0065,Goonj,Dahivali ( Adiwasi pada),Shahapur,Thane,Thane,Maharashtra,Dahivali,exact-block,19.334323685927703,73.37554685174491
p0066,Goonj,Bhekaryachakond,Mhasala,Raigad,Raigad,Maharashtra,Bhekryacha Kond,fuzzy,18.12479626577714,73.14505393475137
p0067,Goonj,Chitgaon,Mhasala,Raigad,Raigad,Maharashtra,Chirgaon,fuzzy,18.135910968527757,73.1372406820737
p0068,Goonj,Soveli,Mandangad,Ratnagiri,Ratnagiri,Maharashtra,Soveli,exact,17.903488659818194,73.32413442633163
p0069,Goonj,Akhar,Jawhar,Palghar,Palghar,Maharashtra,Akhar,exact,19.87983297842589,73.24279399168911
p0070,Goonj,tandulja,Latur,Latur,Latur,Maharashtra,Tandulja,exact,18.538612394974734,76.3014154059562
p0071,Goonj,"tiwaspada,khuded",Vikramgad,Palghar,Palghar,Maharashtra,Khuded,exact,19.83730471670843,73.15880540820021
p0072,Goonj,"dongaripada,sakhare",Vikramgad,Palghar,Palghar,Maharashtra,Sakhare,exact-block,19.807927381804713,73.1824460056828
p0073,Goonj,"borasepada,khuded",Vikramgad,Palghar,Palghar,Maharashtra,Khuded,exact,19.83730471670843,73.15880540820021
p0074,Goonj,"biraripada,khuded",Vikramgad,Palghar,Palghar,Maharashtra,Khuded,exact,19.83730471670843,73.15880540820021
p0075,Goonj,"Katkaripada,Akhar",Vikramgad,Palghar,Palghar,Maharashtra,Akhar,exact,19.87983297842589,73.24279399168911
p0076,Goonj,Mhasepada.Khuded,Vikramgad,Palghar,Palghar,Maharashtra,,block-centroid,19.840075390473757,73.07492158621544
p0077,Goonj,"Mahalepada,Khuded",Vikramgad,Palghar,Palghar,Maharashtra,Khuded,exact,19.83730471670843,73.15880540820021
p0078,Goonj,"Talechapada,shiroshi",Jawhar,Palghar,Palghar,Maharashtra,Shiroshi,exact,19.865078189071696,73.15920011843467
p0079,Goonj,"Barafpada,Sakhare",Vikramgad,Palghar,Palghar,Maharashtra,Sakhare,exact-block,19.807927381804713,73.1824460056828
p0080,Goonj,ghonase kansewadi,Mhasala,Raigad,Raigad,Maharashtra,,block-centroid,18.13329364191474,73.12553636739496
p0081,Goonj,barhanpur,Ausa,Latur,Latur,Maharashtra,Barhanpur,exact,18.27454329991036,76.42033624849525
p0082,Goonj,Adise sutarwadi,Mahad,Raigad,Raigad,Maharashtra,,block-centroid,18.11352669222422,73.42902930729412
p0083,Goonj,taleghar,Mandangad,Ratnagiri,Ratnagiri,Maharashtra,Taleghar,exact,17.960619689752775,73.33925957760279
p0084,Goonj,"gaothanpada,shiroshi",Jawhar,Palghar,Palghar,Maharashtra,Shiroshi,exact,19.865078189071696,73.15920011843467
p0085,Goonj,"Pawargalli,Gavhan",Renapur,Latur,Latur,Maharashtra,Gavhan,exact,18.50910202790317,76.55233399603803
p0086,Goonj,"Baudhanagar,Darji borgaon",Renapur,Latur,Latur,Maharashtra,Darji Borgaon,exact,18.499499885296537,76.5193373969481
p0087,Goonj,Bitargaon,Renapur,Latur,Latur,Maharashtra,Bitargaon,exact,18.580019958653935,76.55324483215774
p0088,Goonj,"Rupachandanagar,Renapur",Renapur,Latur,Latur,Maharashtra,Renapur,exact,18.52247660811901,76.60003120292944
p0089,Goonj,Sattarwadi,Latur,Latur,Latur,Maharashtra,,block-centroid,18.4394897561556,76.47610889747112
p0090,Goonj,"Talwadewadi,Talwade",Karjat,Raigad,Raigad,Maharashtra,Talwade,exact,19.03782773582249,73.348818145639
p0091,Goonj,"Damatwadi,Damat",Karjat,Raigad,Raigad,Maharashtra,Damat,exact,19.0514128134047,73.48527348689942
p0092,Goonj,"Ambewadi,Neral",Karjat,Raigad,Raigad,Maharashtra,Ambewadi,exact,18.403768906847866,73.20919059364462
p0093,Goonj,"gaothanpada,Kashivali",Jawhar,Palghar,Palghar,Maharashtra,,block-centroid,19.97011608333592,73.18807766086216
p0094,Goonj,"Maragpada,Kashivali",Jawhar,Palghar,Palghar,Maharashtra,,block-centroid,19.92605478368546,73.19184415011884
p0095,Goonj,"Katkaripada,Shiroshi",Jawhar,Palghar,Palghar,Maharashtra,Shiroshi,exact,19.865078189071696,73.15920011843467
p0096,Goonj,kasbetadwala,Kalamb,Dharashiv,Osmanabad,Maharashtra,,block-centroid,18.457322902757088,76.04377762122012
p0097,Goonj,Barmachiwadi,Kalamb,Dharashiv,Osmanabad,Maharashtra,Baramachiwadi,fuzzy,18.431335360661887,75.99291520860451
p0098,Goonj,"Rupachandanagar,Renapur",Renapur,Latur,Latur,Maharashtra,Renapur,exact,18.52247660811901,76.60003120292944
p0099,Goonj,"Kolgaon Tanda,Kolgaon",Renapur,Latur,Latur,Maharashtra,Kolgaon,exact,18.524509070126783,76.53368349918001
p0100,Goonj,Indartana,Renapur,Latur,Latur,Maharashtra,Indarthana,fuzzy,18.483650275618768,76.50661910732828
p0101,Goonj,"Asthana,Bhokaramba",Renapur,Latur,Latur,Maharashtra,Bhokaramba,exact,18.582076938169454,76.45063306740522
p0102,Goonj,Neharunagar,Renapur,Latur,Latur,Maharashtra,,block-centroid,18.563202787102647,76.57406520606325
p0103,Goonj,"Rajenagar,renapur",Renapur,Latur,Latur,Maharashtra,Renapur,exact,18.52247660811901,76.60003120292944
p0104,Goonj,Shera,Renapur,Latur,Latur,Maharashtra,Shera,exact,18.545754859376583,76.4949753112792
p0105,Goonj,Mohagaon,Renapur,Latur,Latur,Maharashtra,Mohgaon,fuzzy,18.715257791323648,76.74308314794008
p0106,Goonj,Harwadi,Renapur,Latur,Latur,Maharashtra,Harwadi,exact,18.469541380846863,76.61126472823773
p0107,Goonj,bawachi,Renapur,Latur,Latur,Maharashtra,Bawchi,fuzzy,18.551169534592603,76.53387660251532
p0108,Goonj,jawalaga,Renapur,Latur,Latur,Maharashtra,Jawalga,fuzzy,18.488387618892585,76.6317089387964
p0109,Goonj,ghansagar,Renapur,Latur,Latur,Maharashtra,,block-centroid,18.5654795423082,76.56981579736117
p0110,Goonj,kamkheda,Renapur,Latur,Latur,Maharashtra,Kamkheda,exact,18.596870221343295,76.58640952595283
p0111,Goonj,takalgaon,Renapur,Latur,Latur,Maharashtra,Takalgaon,exact-block,18.572106202717027,76.58050204621121
p0112,Goonj,selu,Renapur,Latur,Latur,Maharashtra,Selu,exact,18.286343278237933,76.55210628152253
p0113,Goonj,murdhav,Renapur,Latur,Latur,Maharashtra,Murdhav,exact,18.57502181098571,76.62873828391932
p0114,Goonj,bramhwadi,Renapur,Latur,Latur,Maharashtra,,block-centroid,18.56303444303454,76.54689098834007
p0115,Goonj,govindnagar,Renapur,Latur,Latur,Maharashtra,,block-centroid,18.6041264917513,76.60113807154097
p0116,Goonj,pangaon,Renapur,Latur,Latur,Maharashtra, ,exact-block,18.609310802254175,76.66008855529611
p0117,Goonj,selupati,Renapur,Latur,Latur,Maharashtra,,block-centroid,18.613335364021573,76.5818505181123
p0118,Goonj,Kharola,Renapur,Latur,Latur,Maharashtra,Kharola,exact,18.51900987879217,76.66982899074439
p0119,Goonj,Ramwadi,Renapur,Latur,Latur,Maharashtra,Ramwadi,exact-block,18.587465863331833,76.74949677005324
p0120,Goonj,talani,Renapur,Latur,Latur,Maharashtra,Talani,exact,18.071409301970007,76.54241105290684
p0121,Goonj,Niwada,Renapur,Latur,Latur,Maharashtra,Niwada,exact,18.52954544537624,76.51403959685916
p0122,Goonj,sanghavi,Renapur,Latur,Latur,Maharashtra,Sangvi,fuzzy,18.495384572580686,76.48258819869545
p0123,Goonj,Sindhagaon,Renapur,Latur,Latur,Maharashtra,Sindhgaon,fuzzy,18.51858771430592,76.48587893011423
p0124,Goonj,Andalgaon,Renapur,Latur,Latur,Maharashtra,Andalgaon,exact,18.517997275928785,76.46295344071679
p0125,Goonj,Sewadasnagar,Renapur,Latur,Latur,Maharashtra,Sevadasnagar,fuzzy,18.549596112595218,76.28071867003715
p0126,Goonj,Kolagaon ( Tanda),Renapur,Latur,Latur,Maharashtra,,block-centroid,18.586411246386515,76.5581155599105
p0127,Goonj,hake (Tanda),Renapur,Latur,Latur,Maharashtra,,block-centroid,18.566504553717778,76.59335978430478
p0128,Goonj,aakoli (kombadipada),Palghar,Palghar,Palghar,Maharashtra,,block-centroid,19.712637777015058,72.82609653062867
p0129,Goonj,kharonda (umbaran),Palghar,Palghar,Palghar,Maharashtra,Kharonda,exact,19.979871151837752,73.10601040581173
p0130,Goonj,chambharshet (fanaspada0,Palghar,Palghar,Palghar,Maharashtra,Chambharshet,exact,19.938570545087746,73.10085892191204
p0131,Goonj,hanmantwadi (2),Renapur,Latur,Latur,Maharashtra,Hanmantwadi,exact-block,18.512610405240444,76.90709182304154
p0132,Goonj,sarola,Renapur,Latur,Latur,Maharashtra,Sarola,exact-block,18.63188630649939,76.68683300132578
p0133,Goonj,kharonda ( mandvihara),Palghar,Palghar,Palghar,Maharashtra,Kharonda,exact,19.979871151837752,73.10601040581173
p0134,Goonj,kharonda ( shingarpada),Palghar,Palghar,Palghar,Maharashtra,Kharonda,exact,19.979871151837752,73.10601040581173
p0135,Goonj,tilonda (patarpada),Palghar,Palghar,Palghar,Maharashtra,,block-centroid,19.698619561636225,72.80918221587173
p0136,Goonj,bharhanpur (bhoyepada),Palghar,Palghar,Palghar,Maharashtra,,block-centroid,19.69126938456325,72.81354635735549
p0137,Goonj,sumathana (wadi),Renapur,Latur,Latur,Maharashtra,,block-centroid,18.583742909581968,76.57529761758643
p0138,Goonj,Samsapur (wadi),Renapur,Latur,Latur,Maharashtra,Samsapur,exact,18.535183899670738,76.56111729817005
p0139,Goonj,shelu khurd,Renapur,Latur,Latur,Maharashtra,,block-centroid,18.572801232808732,76.58008024734241
p0140,Goonj,karepur,Renapur,Latur,Latur,Maharashtra,Kadepur,fuzzy,18.600479109627386,76.69208770343941
p0141,Goonj,Arajkheda,Renapur,Latur,Latur,Maharashtra,Arajkheda,exact,18.47931845111039,76.53553984679645
p0142,Goonj,inderthana (wadi),Renapur,Latur,Latur,Maharashtra,,block-centroid,18.600183262516932,76.55111380737753
p0143,Goonj,Rupachandanagar,Renapur,Latur,Latur,Maharashtra,,block-centroid,18.55122318285347,76.59573206177953
p0144,Goonj,kumbhari,Renapur,Latur,Latur,Maharashtra,Kumbhari,exact,18.559200701406937,76.51176329468201
p0145,Goonj,Dhaveli,Renapur,Latur,Latur,Maharashtra,Dhaweli,fuzzy,18.557789767812146,76.70642544669096
p0146,Goonj,killarwadi,Ausa,Latur,Latur,Maharashtra,Killariwadi,fuzzy,18.040709150792622,76.54199633521802
p0147,Goonj,shingoli,Kalamb,Dharashiv,Osmanabad,Maharashtra,Shingoli,exact-block,18.415967088727946,76.00851607599016
p0148,Goonj,kumbharwadi,Renapur,Latur,Latur,Maharashtra,,block-centroid,18.5975582073879,76.6056766572015
p0149,Goonj,bhandarwadi,Kalamb,Dharashiv,Osmanabad,Maharashtra,Bhandarwadi,exact,18.288593581816148,76.19123180189868
p0150,Goonj,kumbhari,Renapur,Latur,Latur,Maharashtra,Kumbhari,exact,18.559200701406937,76.51176329468201
p0151,Goonj,davangaon,Renapur,Latur,Latur,Maharashtra,Dawangaon,fuzzy,18.586704291916885,76.51481615378185
p0152,Goonj,palshi,Renapur,Latur,Latur,Maharashtra,Palsi,fuzzy,18.592460508380988,76.48750484499507
p0153,Goonj,garsuli,Renapur,Latur,Latur,Maharashtra,Garsuli,exact,18.61074690674088,76.52735234820017
p0154,Goonj,Ravate,Palghar,Latur,Latur,Maharashtra,,block-centroid,19.67978632480518,72.82514731688433
p0155,Goonj,kashivali,Palghar,Latur,Latur,Maharashtra,,block-centroid,19.708477484631047,72.79632286633824
p0156,Goonj,khuded (mhasepada),Palghar,Latur,Latur,Maharashtra,,block-centroid,19.690230330149966,72.83249729944306
p0157,Goonj,iti,Renapur,Latur,Latur,Maharashtra,,block-centroid,18.57913178794975,76.55687105647372
p0158,Goonj,khandpur,Renapur,Latur,Latur,Maharashtra,Khanapur,fuzzy,18.577935156747404,76.49881066852777
p0159,Goonj,nagapur,Renapur,Latur,Latur,Maharashtra,Nagapur,exact,18.565716682063552,76.49141303950545
p0160,Goonj,wanjarwadi,Renapur,Latur,Latur,Maharashtra,Wanjarwadi,exact-block,18.780032777104623,76.89068869791953
p0161,Goonj,Samsapur tanda,Renapur,Latur,Latur,Maharashtra,,block-centroid,18.59263103707824,76.61156369173976
p0162,Goonj,meradi,Murbad,Thane,Thane,Maharashtra,Merdi,fuzzy,19.400400701386104,73.70828797709926
p0163,Goonj,modhwadi,Murbad,Thane,Thane,Maharashtra,,block-centroid,19.304602847864675,73.5374607000679
p0164,Goonj,fangluhi (khutarwadi),Murbad,Thane,Thane,Maharashtra,,block-centroid,19.239668805367543,73.53132977158232
p0165,Goonj,payarwadi,Renapur,Latur,Latur,Maharashtra,Patharwadi,fuzzy,18.592957052957725,76.62811476124882
p0166,Goonj,fangluhi (bhikarwadi),Murbad,Latur,Latur,Maharashtra,,block-centroid,19.25428916593679,73.54871825752299
p0167,Goonj,bhandarwadi,Renapur,Latur,Latur,Maharashtra,Bhandarwadi,exact,18.60193040819391,76.60939341533141
p0168,Goonj,"ware,navsuchi wadi",Karjat,Raigad,Raigad,Maharashtra,Ware,exact,19.067346432399045,73.39722129118007
p0169,Goonj,mategaon,Renapur,Latur,Latur,Maharashtra,Makegaon,fuzzy,18.65270192067244,76.69966528886418
p0170,Goonj,"patharaj,shilarwadi",Karjat,Raigad,Raigad,Maharashtra,,block-centroid,18.844610787016794,73.99597248530931
p0171,Goonj,chandgaon,Renapur,Latur,Latur,Maharashtra,Chandegaon,fuzzy,18.40047717664029,77.22243673545113
p0172,Goonj,tattapur,Renapur,Latur,Latur,Maharashtra,Tattapur,exact,18.635453361189523,76.53578886513303
p0173,Goonj,wala,Renapur,Latur,Latur,Maharashtra,Wala,exact-block,18.6219393289322,76.55864231224551
p0174,Goonj,wangadari,Renapur,Latur,Latur,Maharashtra,Wangdari,fuzzy,18.560352549401845,76.4000484895599
p0175,Goonj,faratpur,Renapur,Latur,Latur,Maharashtra,Faradpur,fuzzy,18.601063035087705,76.54465613363665
p0176,Goonj,lakhmapur,Renapur,Latur,Latur,Maharashtra,Lakhamapur,fuzzy,18.603807021551784,76.4751085173359
p0177,Goonj,Jogan chincholi,Latur,Latur,Latur,Maharashtra,,block-centroid,18.439444783229156,76.46335024681018
p0178,Goonj,sukani,Renapur,Latur,Latur,Maharashtra,Sukani,exact-block,18.692130807620416,76.71344851574851
p0179,Goonj,sai,Latur,Latur,Latur,Maharashtra,Sai,exact,18.481437790760875,76.55633372656007
p0180,Goonj,"Pimpalshet,Boripada",Jawhar,Palghar,Palghar,Maharashtra,Pimpalshet,exact,19.95948186127101,73.1198833967963
p0181,Goonj,"Pimpalshet,gaothanpada",Jawhar,Palghar,Palghar,Maharashtra,Pimpalshet,exact,19.95948186127101,73.1198833967963
p0182,Goonj,aasawale,Mandangad,ratnagiri,Ratnagiri,Maharashtra,Asawale,fuzzy,18.024964416298317,73.19724006923718
p0183,Goonj,musalewadi,Renapur,latur,Latur,Maharashtra,Muslewadi,fuzzy,18.664994949769827,76.62406404535874
p0184,Goonj,narwatwadi,Renapur,latur,Latur,Maharashtra,Narwatwadi,exact,18.792718980930296,76.84243707549373
p0185,Goonj,anandwadi,Renapur,latur,Latur,Maharashtra,Anandwadi,exact-block,18.740902311953555,76.93316410133696
p0186,Goonj,"pednekarwadi,kangavai",Dapoli,ratnagiri,Ratnagiri,Maharashtra,Kangavai,exact,17.896256886174356,73.20490152565432
p0187,Goonj,khalangri,Renapur,latur,Latur,Maharashtra,Khalangri,exact,18.629514290421046,76.71670925704713
p0188,Goonj,koshtgaon,Renapur,latur,Latur,Maharashtra,Kostagaon,fuzzy,18.677878114410195,76.70099038806352
p0189,Goonj,godhala,Renapur,latur,Latur,Maharashtra,Godhala,exact,18.65864457686839,76.73061491361973
p0190,Goonj,akharachiwadi,Renapur,latur,Latur,Maharashtra,,block-centroid,18.54885556771791,76.57089555781215
p0191,Goonj,vhati,Renapur,latur,Latur,Maharashtra,,block-centroid,18.61012838788585,76.57395401204856
p0192,Goonj,"vhati,vhati (pada)",Renapur,latur,Latur,Maharashtra,,block-centroid,18.551035654147764,76.5900561281807
p0193,Goonj,sirsai,Ausa,latur,Latur,Maharashtra,Sirsal,fuzzy,18.09106787281051,76.57836359195532
p0194,Goonj,"pimpalshet,viharipada",Jawhar,Palghar,Palghar,Maharashtra,Pimpalshet,exact,19.95948186127101,73.1198833967963
p0195,Goonj,Divegaon,Renapur,latur,Latur,Maharashtra,Divegaon,exact,18.65817435180943,76.67345912876756
p0196,Goonj,yashwantwadi,Renapur,latur,Latur,Maharashtra,Yeshwant Wadi,fuzzy,18.59140627358277,76.66689718765731
p0197,Goonj,sewanagar,Renapur,latur,Latur,Maharashtra,,block-centroid,18.566354238265134,76.5493439180169
p0198,Goonj,"ankur,ravatepada",Dahanu,Palghar,Palghar,Maharashtra,,block-centroid,20.00608357788733,72.85766583684882
p0199,Goonj,Malegaon,Renapur,latur,Latur,Maharashtra,Makegaon,fuzzy,18.65270192067244,76.69966528886418
p0200,Goonj,"divegaon,lahanewadi",Renapur,latur,Latur,Maharashtra,Lahanewadi,exact,18.666175251598133,76.68243043387288
p0201,Goonj,"wala, walewadi",Renapur,latur,Latur,Maharashtra,Wala,exact-block,18.6219393289322,76.55864231224551
p0202,Goonj,"pimpalshet,vadappada",Jawhar,palghar,Palghar,Maharashtra,Pimpalshet,exact,19.95948186127101,73.1198833967963
p0203,Goonj,"pimpalshet,pagipada",Jawhar,palghar,Palghar,Maharashtra,Pimpalshet,exact,19.95948186127101,73.1198833967963
p0204,Goonj,khandaroli tarfe vankhalwadi,Khalapur,raigad,Raigad,Maharashtra,,block-centroid,18.84868260727195,73.23778298678397
p0205,Goonj,"panave,baudhawadi",Mhasala,raigad,Raigad,Maharashtra,Panave,exact,18.063168290360693,73.12308587545112
p0206,Goonj,"govindnagar,manusamarwadi",Renapur,latur,Latur,Maharashtra,,block-centroid,18.57961034978752,76.53881573024455
p0207,Goonj,dighol (deshapande),Renapur,latur,Latur,Maharashtra,Dighol,exact,18.39681581319293,76.91612864587778
p0208,Goonj,"sayyadpur,sayyadpur (Budruk)",Renapur,latur,Latur,Maharashtra,Sayyadpur,exact,18.28581515961202,76.9438794449943
p0209,Goonj,muthavali,Mahad,raigad,Raigad,Maharashtra,Muthavali,exact,18.060535969395485,73.39611420615996
p0210,Goonj,Rangamatia,Bangriposi,Mayurbhanj,Mayurbhanj,Odisha,Rangamatia,exact-block,22.085981856148692,86.45998288994646
p0211,Goonj,Kusumbandh (Dungrisahi),Bangriposi,Mayurbhanj,Mayurbhanj,Odisha,Kusumbandh,exact,22.523669695692046,86.06896995454655
p0212,Goonj,Jagannathpur,Kuliana,Mayurbhanj,Mayurbhanj,Odisha,Jagannathpur,exact-block,22.005004480037044,86.69275255728607
